house,pen,house_pen,treatment,animalnr_col,"I, S1, S2",swab0,swab0_hour,swab0_date,swab0_pathogen,swab1,swab1_hour,swab1_date,swab1_pathogen,swab2,swab2_date,swab2_hour,swab2_pathogen,swab3,swab3_date,swab3_hour,swab3_pathogen,swab4,swab4_date,swab4_hour,swab4_pathogen,swab5,swab5_date,swab5_hour,swab5_pathogen,swab6,swab6_date,swab6_hour,swab6_pathogen,swab7,swab7_date,swab7_hour,swab7_pathogen,swab8,swab8_date,swab8_hour,swab8_pathogen,swab9,swab9_date,swab9_hour,swab9_pathogen,swab10,swab10_date,swab10_hour,swab10_pathogen,swab11,swab11_date,swab11_hour,swab11_pathogen,swab12,swab12_date,swab12_hour,swab12_pathogen,swab13,swab13_date,swab13_hour,swab13_pathogen,swab14,swab14_date,swab14_hour,swab14_pathogen,swab15,swab15_date,swab15_hour,swab15_pathogen,swab16,swab16_date,swab16_hour,swab16_pathogen,swab17,swab17_date,swab17_hour,swab17_pathogen
1,S7,H1_S7,control,57_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,Acinetobacter pittii,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,65_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,10,15,08:00,,-,16,08:00,,-,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,69_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,+*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,25_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-,18,08:00,,++,19,08:00,,20,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,27_Ge,S2,-*,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,,-*,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-,18,08:00,,-,19,08:00,,-*,20,08:00,,++*,21,08:00,Escherichia coli/Acinetobacter pittii
1,S8,H1_S8,control,37_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,Acinetobacter pittii,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,++,15,08:00,,++,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,38_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,++,17,08:00,,-,18,08:00,,2,19,08:00,,-*,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,47_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,-,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,59_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,20,17,08:00,,++,18,08:00,,++,19,08:00,,+*30,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,61_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,-,19,08:00,,-*,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,68_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-,18,08:00,,-,19,08:00,,++,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,77_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-,18,08:00,,++,19,08:00,,-,20,08:00,,++,21,08:00,
1,S8,H1_S8,control,78_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,+*? 2,18,08:00,,++,19,08:00,,++,20,08:00,,60,21,08:00,
1,I9,H1_I9,control,1_Ro,S1,-*,08:00,5,,,16:00,5,,,6,08:00,,,7,08:00,,,8,08:00,,,9,08:00,,,10,08:00,,,11,08:00,,,12,08:00,,,13,08:00,,,14,08:00,,,15,08:00,,,16,08:00,,,17,08:00,,,18,08:00,,,19,08:00,,,20,08:00,,,21,08:00,
1,I9,H1_I9,control,2_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,++*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,3_Ro,S1,,08:00,5,,,16:00,5,,,6,08:00,,,7,08:00,,,8,08:00,,,9,08:00,,,10,08:00,,,11,08:00,,,12,08:00,,,13,08:00,,,14,08:00,,,15,08:00,,,16,08:00,,,17,08:00,,,18,08:00,,,19,08:00,,,20,08:00,,,21,08:00,
1,I9,H1_I9,control,4_Ro,S1,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++*,14,08:00,,++*,15,08:00,,++*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,5_Ro,S1,-*,08:00,5,,,16:00,5,,,6,08:00,,,7,08:00,,,8,08:00,,,9,08:00,,,10,08:00,,,11,08:00,,,12,08:00,,,13,08:00,,,14,08:00,,,15,08:00,,,16,08:00,,,17,08:00,,,18,08:00,,,19,08:00,,,20,08:00,,,21,08:00,
1,I9,H1_I9,control,6_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++*,14,08:00,,++,15,08:00,,++,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,7_Ro,S1,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,++,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++*,14,08:00,,++*,15,08:00,,+*,16,08:00,,++*,17,08:00,,++,18,08:00,,++*,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,8_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+?,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,++*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,9_Ro,S1,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,+*,16,08:00,,++*,17,08:00,,++,18,08:00,,++*,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,10_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,++,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,11_Ro,S1,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,,+*,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,++,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,12_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,Escherichia coli,+*,8,08:00,,++,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,++*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,13_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+?,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,+*,16,08:00,,+*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,14_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++*,13,08:00,,++,14,08:00,,++,15,08:00,,+*,16,08:00,,++*,17,08:00,,++,18,08:00,,++*,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,15_Ro,S1,-*,08:00,5,,,16:00,5,,,6,08:00,,,7,08:00,,,8,08:00,,,9,08:00,,,10,08:00,,,11,08:00,,,12,08:00,,,13,08:00,,,14,08:00,,,15,08:00,,,16,08:00,,,17,08:00,,,18,08:00,,,19,08:00,,,20,08:00,,,21,08:00,
1,I9,H1_I9,control,16_Ro,S1,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+?,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++*,13,08:00,,++*,14,08:00,,++*,15,08:00,,+*,16,08:00,,++*,17,08:00,,++*,18,08:00,,++*,19,08:00,,++,20,08:00,,++*,21,08:00,Escherichia coli/Acinetobacter pittii
1,I9,H1_I9,control,17_Ro,I,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,++,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++*,14,08:00,,++*,15,08:00,,+*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,18_Ro,S1,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+,7,08:00,,++,8,08:00,,++,9,08:00,,++,10,08:00,,+ ?,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,++,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,19_Ro,S1,-*,08:00,5,Acinetobacter pittii,-*,16:00,5,,mist,6,08:00,,++,7,08:00,,++,8,08:00,,+*,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,+*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,20_Ro,S1,-,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,,++,8,08:00,,++,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,+*,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,21_Ro,S1,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,Escherichia coli,++,8,08:00,,++,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++*,14,08:00,,++*,15,08:00,,+*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,22_Ro,S1,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,+?,7,08:00,,++,8,08:00,,++,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,+*,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,I9,H1_I9,control,23_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,,++,8,08:00,,++,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++,14,08:00,,++,15,08:00,,++,16,08:00,,++*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++*,21,08:00,Escherichia coli/Acinetobacter pittii
1,I9,H1_I9,control,24_Ro,I,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,++,7,08:00,,++,8,08:00,,++,9,08:00,,++,10,08:00,,++,11,08:00,,++,12,08:00,,++,13,08:00,,++*,14,08:00,,++*,15,08:00,,++,16,08:00,,++,17,08:00,,++,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,106_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,40,17,08:00,,++,18,08:00,,++,19,08:00,,12,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,113_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,1,17,08:00,,1,18,08:00,,-,19,08:00,,4,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,124_Ge,S2,+?,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-*,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,4,18,08:00,,++,19,08:00,,-,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,128_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,3,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,150_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,+*,9,08:00,,3,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,+ ? 2,16,08:00,,40,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,153_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,156_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,++,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,167_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,Acinetobacter pittii,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,+? 1,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,169_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-*,8,08:00,,-,9,08:00,,-,10,08:00,,+ ?,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,30,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
2,S1,H2_S1,control,172_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,2,21,08:00,Escherichia coli  
2,S2,H2_S2,control,119_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-,18,08:00,,-*,19,08:00,,-,20,08:00,,2,21,08:00,
2,S2,H2_S2,control,121_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,-*,19,08:00,,+* 30,20,08:00,,-*,21,08:00,
2,S2,H2_S2,control,134_Ge,S2,-*,08:00,5,Acinetobacter pittii,-,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,-*,19,08:00,,-*,20,08:00,,-*,21,08:00,
2,S2,H2_S2,control,135_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,+? 2,15,08:00,,-,16,08:00,,2,17,08:00,,+? *,18,08:00,,-*,19,08:00,,-*,20,08:00,,+*,21,08:00,
2,S2,H2_S2,control,141_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,+*? 1,17,08:00,,-,18,08:00,,-*,19,08:00,,-*,20,08:00,,-*,21,08:00,
2,S2,H2_S2,control,151_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-*,18,08:00,,-*,19,08:00,,+* ntt,20,08:00,,+*,21,08:00,
2,S2,H2_S2,control,152_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,-*,19,08:00,,+* 60,20,08:00,,++,21,08:00,
2,S2,H2_S2,control,154_Ge,S2,-*,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,Enterobacter cloacae,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-*,18,08:00,,-*,19,08:00,,+* 30,20,08:00,,-*,21,08:00,
2,S2,H2_S2,control,176_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,1,17,08:00,,-*,18,08:00,,-*,19,08:00,,-,20,08:00,,++*,21,08:00,Escherichia coli/Acinetobacter pittii
2,S2,H2_S2,control,177_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-? 1,14,08:00,,-,15,08:00,,-,16,08:00,,+*? 10,17,08:00,,-*,18,08:00,,+?* 1,19,08:00,,-,20,08:00,,-*,21,08:00,
2,S3,H2_S3,control,103_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,+*?,7,08:00,,-,8,08:00,,+,9,08:00,,2,10,08:00,,-,11,08:00,,? 1,12,08:00,,+ ? 14,13,08:00,,-,14,08:00,,-,15,08:00,,+* 10,16,08:00,,-*,17,08:00,,-*,18,08:00,,+* 1,19,08:00,,-*,20,08:00,,++,21,08:00,
2,S3,H2_S3,control,104_Ge,S2,-*,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,,-*,8,08:00,,-,9,08:00,,-*,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,++,17,08:00,,++,18,08:00,,+*,19,08:00,,-*,20,08:00,,+*,21,08:00,
2,S3,H2_S3,control,109_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,6,9,08:00,,3,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,+*? 10,14,08:00,,?* 1,15,08:00,,-*,16,08:00,,+*? 2,17,08:00,,-*,18,08:00,,-*,19,08:00,,-*,20,08:00,,-*,21,08:00,
2,S3,H2_S3,control,126_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+*?,7,08:00,Acinetobacter pittii,-*,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-*,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,+* ? 5,17,08:00,,-*,18,08:00,,+* ?,19,08:00,,+* ntt,20,08:00,,+*,21,08:00,
2,S3,H2_S3,control,130_Ge,S2,-*,08:00,5,Acinetobacter pittii,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,-*,17,08:00,,-*,18,08:00,,+* 20,19,08:00,,++,20,08:00,,+*,21,08:00,Escherichia coli/Acinetobacter pittii
2,S3,H2_S3,control,131_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,+*?,7,08:00,,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-,11,08:00,,-,12,08:00,,-*,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,-*,17,08:00,,+* ? 1,18,08:00,,+*,19,08:00,,+* 30,20,08:00,,-*,21,08:00,
2,S3,H2_S3,control,155_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,+*?,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,-*,17,08:00,,+* 10,18,08:00,,-*,19,08:00,,+* ntt,20,08:00,,-*,21,08:00,
2,S3,H2_S3,control,158_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,+*?,7,08:00,,-*,8,08:00,,-,9,08:00,,-*,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,+*,16,08:00,,+* 20,17,08:00,,+*,18,08:00,,+*,19,08:00,,+* ntt,20,08:00,,+*,21,08:00,
2,S3,H2_S3,control,168_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-*,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,-*,17,08:00,,+*,18,08:00,,+* 1,19,08:00,,+* 30,20,08:00,,+*,21,08:00,
2,S3,H2_S3,control,171_Ge,S2,-*,08:00,5,,?,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,+ ? 10,13,08:00,,+? 2,14,08:00,,-*,15,08:00,,+* 4,16,08:00,,+* 15,17,08:00,,+*,18,08:00,,+*,19,08:00,,+* ntt,20,08:00,,+*,21,08:00,
2,S4,H2_S4,control,123_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,-*,17,08:00,,+*,18,08:00,,+* 40,19,08:00,,-,20,08:00,,-,21,08:00,
2,S4,H2_S4,control,136_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,+* 10,16,08:00,,+* 5,17,08:00,,+*,18,08:00,,+*,19,08:00,,-,20,08:00,,++,21,08:00,
2,S4,H2_S4,control,138_Ge,S2,mist,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,+*? 2,17,08:00,,-,18,08:00,,-,19,08:00,,12,20,08:00,,3,21,08:00,
