house,pen,house_pen,treatment,animalnr_col,"I, S1, S2",swab0,swab0_hour,swab0_date,swab0_pathogen,swab1,swab1_hour,swab1_date,swab1_pathogen,swab2,swab2_date,swab2_hour,swab2_pathogen,swab3,swab3_date,swab3_hour,swab3_pathogen,swab4,swab4_date,swab4_hour,swab4_pathogen,swab5,swab5_date,swab5_hour,swab5_pathogen,swab6,swab6_date,swab6_hour,swab6_pathogen,swab7,swab7_date,swab7_hour,swab7_pathogen,swab8,swab8_date,swab8_hour,swab8_pathogen,swab9,swab9_date,swab9_hour,swab9_pathogen,swab10,swab10_date,swab10_hour,swab10_pathogen,swab11,swab11_date,swab11_hour,swab11_pathogen,swab12,swab12_date,swab12_hour,swab12_pathogen,swab13,swab13_date,swab13_hour,swab13_pathogen,swab14,swab14_date,swab14_hour,swab14_pathogen,swab15,swab15_date,swab15_hour,swab15_pathogen,swab16,swab16_date,swab16_hour,swab16_pathogen,swab17,swab17_date,swab17_hour,swab17_pathogen
1,S2,H1_S2,control,19_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-*,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,-*,17,08:00,,-*,18,08:00,,+* 1,19,08:00,,+*,20,08:00,,-*,21,08:00,
1,S2,H1_S2,control,26_Ge,S2,-*,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,++,13,08:00,,-*,14,08:00,,+*,15,08:00,,-,16,08:00,,+? *,17,08:00,,+*,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S2,H1_S2,control,28_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,-*,17,08:00,,+*,18,08:00,,+*,19,08:00,,+*,20,08:00,,++,21,08:00,
1,S2,H1_S2,control,32_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,-*,17,08:00,,-*,18,08:00,,-*,19,08:00,,+*,20,08:00,,++*,21,08:00,Escherichia coli/Acinetobacter pittii
1,S2,H1_S2,control,34_Ge,S2,-*,08:00,5,Acinetobacter pittii,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,?,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,-*,17,08:00,,+*,18,08:00,,+* 60,19,08:00,,+*,20,08:00,,++,21,08:00,
1,S2,H1_S2,control,54_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,Acinetobacter pittii,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,+* 20,19,08:00,,-,20,08:00,,++*,21,08:00,
1,S2,H1_S2,control,60_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-*,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,+ ? *,17,08:00,,+*,18,08:00,,+* 60,19,08:00,,+*,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,4_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,1,17,08:00,,+*? 1,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,8_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,+* 20,17,08:00,,+*,18,08:00,,++*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,12_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,++,17,08:00,,+*,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,45_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,+*,19,08:00,,+*,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,48_Ge,S2,-*,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,+*,19,08:00,,+*,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,51_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,+* ?,19,08:00,,-,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,73_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-*,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,+? 1,16,08:00,,-,17,08:00,,+* 20,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,74_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,-*,17,08:00,,-*,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,76_Ge,S2,-*,08:00,5,Acinetobacter pittii,-*,16:00,5,,-,6,08:00,,-*,7,08:00,Acinetobacter pittii,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,+* 20,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S3,H1_S3,control,79_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,+* ?,17,08:00,,+* 20,18,08:00,,-*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,14_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-*,11,08:00,,-*,12,08:00,,-*,13,08:00,,-,14,08:00,,-*,15,08:00,,++*,16,08:00,,-*,17,08:00,,+? * 1,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,18_Ge,S2,-,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-*,11,08:00,,-*,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,+*,17,08:00,,++,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,20_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-*,11,08:00,,-*,12,08:00,,-*,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,+*,17,08:00,,+*,18,08:00,,++,19,08:00,,++,20,08:00,,+*40,21,08:00,
1,S4,H1_S4,control,39_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-*,9,08:00,,-*,10,08:00,,-,11,08:00,,-*,12,08:00,,-*,13,08:00,,-*,14,08:00,,-*,15,08:00,,-,16,08:00,,+*,17,08:00,,++,18,08:00,,++*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,44_Ge,S2,-,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-*,9,08:00,,-*,10,08:00,,-,11,08:00,,-,12,08:00,,-*,13,08:00,,-*,14,08:00,,-,15,08:00,,+ ? 1,16,08:00,,+*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,53_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-,11,08:00,,-,12,08:00,,-*,13,08:00,,-,14,08:00,,30,15,08:00,,-*,16,08:00,,-*,17,08:00,,++,18,08:00,,+*,19,08:00,,+*,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,58_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,Acinetobacter pittii,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-*,11,08:00,,-*,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,+* ?,17,08:00,,+*,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,63_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-*,11,08:00,,-*,12,08:00,,-,13,08:00,,-*,14,08:00,,-,15,08:00,,-,16,08:00,,+* ?,17,08:00,,+*,18,08:00,,+*,19,08:00,,+*,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,64_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,++,15,08:00,,-,16,08:00,,+* ?,17,08:00,,+*,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S4,H1_S4,control,67_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-,11,08:00,,-,12,08:00,,?,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,++,17,08:00,,++*,18,08:00,,+*,19,08:00,,+*,20,08:00,,+* 15,21,08:00,
1,S5,H1_S5,control,6_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-*,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,++,17,08:00,,-*,18,08:00,,-*,19,08:00,,-*,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,17_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,++,15,08:00,,++,16,08:00,,++,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,22_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,++,14,08:00,,++,15,08:00,,++,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,29_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,40,18,08:00,,-,19,08:00,,++,20,08:00,,++,21,08:00,Escherichia coli 
1,S5,H1_S5,control,30_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,Acinetobacter pittii,-*,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-*,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,40,16,08:00,,++,17,08:00,,-*,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,55_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,+ ? 1,16,08:00,,++,17,08:00,,10,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,66_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,++,15,08:00,,15,16,08:00,,++,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,70_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-*,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,75_Ge,S2,-*,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,1,18,08:00,,-,19,08:00,,++,20,08:00,,++,21,08:00,
1,S5,H1_S5,control,80_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-*,11,08:00,,-*,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,++,16,08:00,,2,17,08:00,,-,18,08:00,,30,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,2_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-,16,08:00,,-*,17,08:00,,++,18,08:00,,+*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,7_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,-*,17,08:00,,+? 2,18,08:00,,-,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,15_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,40,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,+* ? 10,16,08:00,,+*?,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++*,21,08:00,
1,S6,H1_S6,control,23_Ge,S2,-*,08:00,5,Acinetobacter pittii,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,,14,08:00,,-*,15,08:00,,-*,16,08:00,,+*?,17,08:00,,+*,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,33_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-,16,08:00,,+*?,17,08:00,,-*,18,08:00,,-*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,40_Ge,S2,-*,08:00,5,,-,16:00,5,,-,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-*,13,08:00,,-,14,08:00,,15,15,08:00,,-*,16,08:00,,-*,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,42_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-*,15,08:00,,-*,16,08:00,,+*?,17,08:00,,+*,18,08:00,,++,19,08:00,,++,20,08:00,,++*,21,08:00,Escherichia coli/Acinetobacter pittii
1,S6,H1_S6,control,49_Ge,S2,-,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,40,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,71_Ge,S2,-,08:00,5,,-*,16:00,5,,-*,6,08:00,,-,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,++,14,08:00,,-,15,08:00,,-,16,08:00,,+*?,17,08:00,,+*,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S6,H1_S6,control,72_Ge,S2,-,08:00,5,,-,16:00,5,,-,6,08:00,,-*,7,08:00,Acinetobacter pittii,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,++,17,08:00,,++,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,1_Ge,S2,-*,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-,17,08:00,,-*,18,08:00,,-*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,16_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,20,16,08:00,,-,17,08:00,,+*,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,21_Ge,S2,-,08:00,5,,-,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,40,17,08:00,,50,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,24_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-*,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,-*,17,08:00,,-*,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,35_Ge,S2,-*,08:00,5,Acinetobacter pittii,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,++,17,08:00,,-,18,08:00,,++*,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,50_Ge,S2,-*,08:00,5,,-*,16:00,5,,-*,6,08:00,,-*,7,08:00,,-,8,08:00,,-,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-,13,08:00,,-,14,08:00,,-,15,08:00,,-,16,08:00,,2,17,08:00,,-*,18,08:00,,+?,19,08:00,,++,20,08:00,,++,21,08:00,
1,S7,H1_S7,control,52_Ge,S2,-,08:00,5,,-*,16:00,5,,-,6,08:00,,-*,7,08:00,,-,8,08:00,,-*,9,08:00,,-,10,08:00,,-,11,08:00,,-,12,08:00,,-*,13,08:00,,-,14,08:00,,-,15,08:00,,-*,16,08:00,,-,17,08:00,,-,18,08:00,,++,19,08:00,,++,20,08:00,,++,21,08:00,
