house:pen:house_pen:treatment:animalnr_col:I, S1, S2:weight_d0:weight_d21:FC:sexe:bootsock/swab:BS0:BS0_date:BS0_value:BS1:BS1_date:BS1_value:swab1000_no_cef:swab1000_no_cef_date:swab100:swab100_date:swab100_value:swab1:swab1_date:swab2:swab2_date:swab2_value::swab3:swab3_date:swab3_value:BS2:BS2_date:BS2_value::swab4:swab4_date:swab4_value:swab5:swab5_date:swab5_value::swab6:swab6_date:swab6_value::swab7:swab7_date:swab7_value:::swab8:swab8_date:swab8_value::swab9:swab9_date:swab9_value:swab10:swab10_date:swab10_value:BS3:BS3_date:BS3_value:swab11:swab11_date:swab11_value:swab12:swab12_date:swab12_value::swab13:swab13_date:swab13_value:::swab14:swab14_date:swab14_value::swab15:swab15_date:swab15_value:::swab16:swab16_date:swab16_value:swab17:swab17_date:swab17_value:caeca:caeca_date:caeca_value:::BS4:BS4_date:::
::::::::::exp day:-1:-1:-1:2:2:2:5:5:5:5:5:5:5:6:6:6::7:7:7:7:7:7::8:8:8:9:9:9::10:10:10::11:11:11:::12:12:12::13:13:13:14:14:14:14:14:14:15:15:15:16:16:16::17:17:17:::18:18:18::19:19:19:::20:20:20:21:21:21:21:21:21:21:21:21:21:::
::::::::::date maldi report::-1:250918::2:250918::5::5:280918::5::6:280918:41018::7:021018/041018::7:21018:41018::8:021018/041018::9:21018:41018::10:21018:41018::11:31018:41018:171018::12:171018:181018::13:181018::14:181018::14:161018::15:181018::16:181018:191018::17:91018:171018:181018::18:181018:191018::19:111018:161018:171018::20:161018::21:191018::21:171018:181018:261018::21:::
1:S1:H1_S1:control:3_Ge:S2:35.72:732:11216.00:F::-*:-1::-*:2::+:5:-:5::-:5:-*:6:::-*:7:::7:::-:8::-:9:::-:10:::-:11::::-:12:::-:13::-:14:::14::-:15::-:16:::-:17::::-:18:::++:19::::++:20::++:21::++:21:::::21:++ (neg in telling)::negatief in tellig daarom opgehoopt en opnieuw op ronde mac+cef
1:S1:H1_S1:control:10_Ge:S2:43.51:934::M::-*:-1::-*:2::+:5:-:5::-:5:-:6:::-:7:::7:::-:8::-:9:::-:10:::-:11::::-:12:::-:13::-:14:::14::-:15::-:16:::-*:17::::+*? 1:18:Acinetobacter pittii::-*:19::::++:20::++:21::++:21:::::21:"stal 2: caeca (mist); aantal caeca niet geteld en niet detectie --> later als nog ingezet voor detectie"::
1:S1:H1_S1:control:13_Ge:S2:47.96:1210::M::-*:-1::-*:2::+:5:-:5::-*:5:-:6:::-:7:::7:::-:8::-:9:::-:10:::-:11::::-:12:::-:13::-:14:::14::-:15::-:16:::-:17::::-*:18:::-*:19::::++:20::++:21::++:21:::::21:::
1:S1:H1_S1:control:31_Ge:S2:43.99:882::M::-*:-1::-*:2::+:5:-*:5::-*:5:-*:6:::-:7::-*:7:::-*:8::-:9:::-:10:::-:11::::-:12:::-:13::? -*:14:Acinetobacter pittii:+* ?:14:Escherichia coli/Acinetobacter pittii:-:15::-:16:::-*:17::::+*:18:Escherichia coli::+*?:19:Escherichia coli/Acinetobacter nocosomialis/pittii:::++:20::++:21::++:21::::++*:21:::
1:S1:H1_S1:control:36_Ge:S2:38.91:984::M::-*:-1::-*:2::+:5:-*:5::-*:5:-:6:::-*:7:::7:::-:8::-:9:::-:10:::-:11::::-:12:::-:13::-:14:::14::-:15::-:16:::-*:17::::+*:18:Acinetobacter pittii::-*:19::::++*:20::++:21::++:21:::::21:::
1:S1:H1_S1:control:41_Ge:S2:41.31:848::M::-*:-1::-*:2::+:5:-*:5::-*:5:-*:6:::-*:7:::7:::-:8::-:9:::-:10:::-:11::::-:12:::-:13::-:14:::14::-:15::-:16:::-*:17::::-*:18:::-*:19::::++:20::++:21::++:21:::::21:::
1:S1:H1_S1:control:43_Ge:S2:45.3:976::M::-*:-1::-*:2::+:5:-*:5::-*:5:-*:6:::-*:7:::7:::-:8::-:9:::-:10:::-:11::::-:12:::-:13::-:14:::14::-:15::-:16:::-*:17::::-*:18:Escherichia coli::+*?:19:Acinetobacter pittii:::++:20::++:21::++:21:::::21:::
